Default channel group,Data driven path attributed conversions,Conversions,Purchase revenue,Days to conversion,Touchpoints to conversion
"[""Paid Video"",""Paid Video"",""Organic Video"",""Organic Video"",""Organic Video"",""Organic Video"",""Organic Video"",""Organic Video"",""Organic Video""]",NaN,21,0,3.142857143,9
"[""Organic Video"",""Organic Video"",""Organic Search"",""Organic Search"",""Organic Search""]",NaN,21,0,4.523809524,5.238095238
"[""Display"",""Display"",""Organic Search"",""Organic Search"",""Organic Search""]",NaN,21,0,8,5
"[""Organic Search"",""Organic Search"",""Cross-network"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search""]",NaN,21,0,8.19047619,10
"[""Paid Video"",""Paid Video"",""Organic Search"",""Organic Search"",""Paid Video"",""Paid Video"",""Paid Video"",""Cross-network""]",NaN,21,0,10,8
"[""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Paid Search"",""Paid Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Paid Search"",""Organic Search"",""Organic Search""]",NaN,21,0,10,19
"[""Cross-network"",""Cross-network"",""Paid Search"",""Paid Search"",""Paid Search"",""Cross-network"",""Cross-network"",""Cross-network"",""Cross-network"",""Cross-network"",""Cross-network"",""Cross-network"",""Cross-network"",""Cross-network"",""Cross-network"",""Cross-network"",""Cross-network"",""Cross-network"",""Cross-network"",""Cross-network""]",NaN,21,0,10,20
"[""Paid Video"",""Paid Video"",""Paid Video"",""Paid Search"",""Paid Search""]",NaN,21,0,11.47619048,5
"[""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Cross-network"",""Paid Search"",""Paid Search"",""Paid Search"",""Cross-network"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search""]",NaN,21,0,12,20
"[""Unassigned"",""Unassigned"",""Unassigned"",""Paid Video"",""Unassigned"",""Unassigned""]",NaN,21,0,12.14285714,6
"[""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Paid Search"",""Organic Search""]",NaN,21,0,12.14285714,6.285714286
"[""Paid Video"",""Paid Video"",""Cross-network"",""Paid Video"",""Paid Video""]",NaN,21,0,13.23809524,5
"[""Referral"",""Referral"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Paid Search"",""Organic Search""]",NaN,21,0,13.28571429,40
"[""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Organic Search"",""Organic Search"",""Cross-network"",""Paid Search"",""Organic Search"",""Organic Search"",""Paid Search"",""Paid Search""]",NaN,21,0,14,14
"[""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Cross-network"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search""]",NaN,21,0,14.14285714,9
"[""Organic Search"",""Organic Search"",""Organic Search"",""Cross-network"",""Cross-network"",""Cross-network"",""Cross-network"",""Cross-network"",""Cross-network"",""Organic Search"",""Organic Search"",""Paid Search"",""Organic Social"",""Organic Social"",""Cross-network"",""Cross-network"",""Cross-network""]",NaN,21,0,15,17
"[""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Paid Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search""]",NaN,21,0,17.14285714,28.33333333
"[""Paid Video"",""Organic Video"",""Organic Video"",""Organic Video"",""Cross-network""]",NaN,21,0,18.42857143,5
"[""Paid Search"",""Paid Search"",""Organic Search"",""Paid Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Paid Search"",""Paid Video"",""Paid Video"",""Paid Video"",""Paid Search""]",NaN,21,0,19,15
"[""Organic Search"",""Organic Search"",""Organic Video"",""Organic Video""]",NaN,21,0,19.0952381,4.19047619
"[""Cross-network"",""Organic Search"",""Organic Search"",""Paid Video"",""Cross-network""]",NaN,21,0,19.28571429,5
"[""Paid Search"",""Paid Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search""]",NaN,21,0,20,15
"[""Paid Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Paid Search"",""Paid Video"",""Paid Video"",""Paid Video"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search""]",NaN,21,0,20,15
"[""Paid Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Paid Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search""]",NaN,21,0,20.14285714,13.33333333
"[""Paid Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Paid Search"",""Organic Search""]",NaN,21,0,20.85714286,8
"[""Paid Search"",""Paid Search"",""Paid Video"",""Paid Search"",""Paid Video"",""Paid Search"",""Paid Video"",""Paid Search"",""Paid Video"",""Paid Search"",""Paid Video"",""Paid Search"",""Paid Video"",""Paid Search"",""Paid Video"",""Paid Search"",""Paid Video"",""Paid Search"",""Paid Video""]",NaN,21,0,21,19
"[""Cross-network"",""Paid Search"",""Paid Search"",""Cross-network"",""Paid Video""]",NaN,21,0,22.57142857,5
"[""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Video"",""Paid Search"",""Paid Video""]",NaN,21,0,25.23809524,12
"[""Unassigned"",""Cross-network"",""Cross-network"",""Cross-network""]",NaN,21,0,25.33333333,4
"[""Cross-network"",""Cross-network"",""Cross-network"",""Cross-network"",""Cross-network"",""Cross-network"",""Cross-network"",""Cross-network"",""Cross-network"",""Cross-network"",""Cross-network"",""Cross-network"",""Cross-network"",""Cross-network"",""Cross-network"",""Cross-network"",""Cross-network"",""Cross-network"",""Paid Video""]",NaN,21,0,25.71428571,19
"[""Paid Video"",""Cross-network"",""Cross-network"",""Paid Video"",""Paid Video""]",NaN,21,0,26.28571429,5
"[""Paid Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Paid Search"",""Paid Search"",""Paid Search""]",NaN,21,0,27,15
"[""Paid Search"",""Paid Video"",""Paid Video"",""Organic Search"",""Organic Search""]",NaN,21,0,27.9047619,5
"[""Paid Video"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Email"",""Email"",""Email"",""Email"",""Email"",""Email"",""Email"",""Email"",""Email"",""Paid Search"",""Paid Video"",""Paid Video"",""Paid Video""]",NaN,21,0,29,18
"[""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Organic Search"",""Organic Search"",""Paid Search"",""Paid Search""]",NaN,21,0,30.23809524,9
"[""Cross-network"",""Cross-network"",""Paid Search"",""Display"",""Organic Search"",""Cross-network"",""Cross-network"",""Cross-network"",""Cross-network"",""Cross-network"",""Paid Search""]",NaN,21,0,31,11
"[""Unassigned"",""Unassigned"",""Unassigned"",""Unassigned"",""Unassigned"",""Unassigned"",""Unassigned"",""Unassigned"",""Cross-network"",""Unassigned"",""Unassigned"",""Unassigned"",""Unassigned"",""Unassigned"",""Unassigned"",""Paid Search""]",NaN,21,0,31.71428571,16
"[""Unassigned"",""Unassigned"",""Unassigned"",""Unassigned"",""Unassigned"",""Unassigned"",""Unassigned"",""Unassigned"",""Unassigned"",""Unassigned"",""Paid Other""]",NaN,21,0,32.0952381,11
"[""Cross-network"",""Cross-network"",""Cross-network"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search""]",NaN,21,0,32.38095238,12
"[""Organic Video"",""Organic Video"",""Organic Video"",""Organic Video"",""Organic Video"",""Organic Video"",""Organic Video"",""Organic Video"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search""]",NaN,21,0,33.38095238,12
"[""Paid Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Paid Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search""]",NaN,21,0,33.95238095,10.28571429
"[""Paid Search"",""Paid Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Paid Search"",""Paid Search"",""Organic Search"",""Organic Search"",""Paid Search"",""Paid Search"",""Paid Search""]",NaN,21,0,37,14
"[""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Video"",""Organic Video""]",NaN,21,0,37.23809524,9.428571429
"[""Paid Search"",""Cross-network"",""Paid Search"",""Cross-network"",""Paid Search"",""Cross-network"",""Paid Search"",""Cross-network"",""Paid Search"",""Cross-network"",""Paid Search"",""Cross-network"",""Paid Search"",""Cross-network"",""Paid Search"",""Cross-network"",""Paid Search"",""Cross-network"",""Paid Search"",""Paid Video""]",NaN,21,0,39.04761905,20
"[""Cross-network"",""Cross-network"",""Organic Search"",""Organic Search"",""Email"",""Email""]",NaN,21,0,40,6
"[""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Paid Search"",""Paid Search""]",NaN,21,0,42,10
"[""Paid Search"",""Unassigned"",""Unassigned"",""Unassigned"",""Unassigned""]",NaN,21,0,42.52380952,5
"[""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Organic Search"",""Organic Search"",""Paid Search"",""Paid Search"",""Paid Search""]",NaN,21,0,42.57142857,10
"[""Paid Search"",""Organic Search"",""Organic Search"",""Paid Video"",""Paid Search"",""Organic Search"",""Organic Search"",""Cross-network"",""Paid Search"",""Paid Search"",""Paid Search"",""Organic Search""]",NaN,21,0,42.80952381,12
"[""Paid Search"",""Cross-network"",""Paid Search"",""Cross-network"",""Paid Search"",""Cross-network"",""Paid Search"",""Cross-network"",""Paid Search"",""Cross-network"",""Paid Search"",""Cross-network"",""Paid Search"",""Cross-network"",""Paid Search"",""Paid Video"",""Paid Search"",""Paid Video"",""Paid Search"",""Paid Video""]",NaN,21,0,42.95238095,20
"[""Cross-network"",""Cross-network"",""Email""]",NaN,21,0,43.28571429,3
"[""Cross-network"",""Unassigned"",""Unassigned"",""Unassigned"",""Unassigned"",""Unassigned"",""Unassigned"",""Unassigned"",""Unassigned"",""Unassigned"",""Unassigned"",""Unassigned"",""Unassigned"",""Unassigned"",""Unassigned"",""Unassigned"",""Unassigned"",""Unassigned""]",NaN,21,0,44.0952381,18
"[""Cross-network"",""Unassigned"",""Unassigned"",""Unassigned"",""Unassigned"",""Unassigned"",""Unassigned"",""Unassigned"",""Unassigned"",""Unassigned"",""Unassigned"",""Unassigned"",""Unassigned"",""Unassigned"",""Unassigned"",""Unassigned"",""Unassigned""]",NaN,21,0,44.47619048,17
"[""Paid Search"",""Unassigned"",""Unassigned"",""Unassigned"",""Unassigned"",""Unassigned"",""Unassigned""]",NaN,21,0,45.42857143,7
"[""Paid Search"",""Unassigned"",""Unassigned"",""Unassigned"",""Unassigned"",""Unassigned""]",NaN,21,0,46.14285714,6
"[""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Cross-network"",""Paid Search"",""Paid Search"",""Paid Search"",""Cross-network"",""Paid Search""]",NaN,21,0,50,10
"[""Organic Video"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search""]",NaN,21,0,50.04761905,9
"[""Paid Search"",""Organic Search"",""Cross-network"",""Cross-network"",""Organic Search"",""Paid Search"",""Cross-network"",""Display"",""Display"",""Display"",""Display"",""Display"",""Display""]",NaN,21,0,51,13
"[""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Organic Search"",""Organic Search"",""Paid Search"",""Organic Search"",""Organic Search"",""Paid Search""]",NaN,21,0,51,20
"[""Display"",""Paid Video"",""Paid Search""]",NaN,21,0,52.76190476,3
"[""Paid Search"",""Cross-network"",""Paid Search"",""Cross-network"",""Paid Search"",""Cross-network"",""Paid Search"",""Cross-network"",""Paid Search"",""Cross-network"",""Paid Search"",""Cross-network"",""Paid Search"",""Paid Video"",""Paid Search"",""Paid Video"",""Paid Search"",""Paid Video"",""Paid Search"",""Paid Video""]",NaN,21,0,52.80952381,20
"[""Cross-network"",""Display"",""Paid Search"",""Paid Search""]",NaN,21,0,55.71428571,4
"[""Paid Video"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Cross-network"",""Paid Search""]",NaN,21,0,56,7
"[""Paid Search"",""Referral"",""Referral"",""Referral"",""Unassigned"",""Unassigned"",""Unassigned"",""Unassigned"",""Paid Search""]",NaN,21,0,58,9
"[""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Cross-network"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Cross-network"",""Cross-network"",""Cross-network"",""Cross-network"",""Organic Search"",""Organic Search"",""Paid Video"",""Cross-network"",""Cross-network""]",NaN,21,0,58,20
"[""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Video""]",NaN,21,0,61.14285714,10
"[""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Organic Search"",""Organic Search"",""Paid Search"",""Paid Search"",""Paid Search""]",NaN,21,0,64,12
"[""Paid Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Paid Search"",""Paid Search"",""Cross-network"",""Cross-network"",""Paid Search"",""Paid Search"",""Organic Search"",""Organic Search"",""Paid Search"",""Paid Search"",""Organic Video"",""Organic Video""]",NaN,21,0,67.57142857,20
"[""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Video"",""Paid Search"",""Cross-network"",""Cross-network"",""Cross-network""]",NaN,21,0,69,12
"[""Paid Search"",""Paid Search"",""Paid Search"",""Email"",""Email"",""Email"",""Email"",""Paid Search""]",NaN,21,0,72,8
"[""Paid Search"",""Paid Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Paid Search"",""Paid Video"",""Paid Search""]",NaN,21,0,74,9
"[""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Video"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search""]",NaN,21,0,75.57142857,15
"[""Paid Search"",""Cross-network"",""Paid Search"",""Paid Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Paid Search"",""Cross-network"",""Organic Search"",""Organic Search"",""Cross-network""]",NaN,21,0,76.42857143,14
"[""Paid Search"",""Paid Search"",""Paid Video"",""Cross-network"",""Paid Search""]",NaN,21,0,77.28571429,5
"[""Email"",""Email"",""Email"",""Organic Search"",""Organic Search"",""Organic Search"",""Cross-network"",""Paid Search"",""Cross-network"",""Organic Search"",""Organic Search""]",NaN,21,0,78,11
"[""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Organic Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search""]",NaN,21,0,83,11
"[""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Paid Search"",""Paid Search"",""Organic Search"",""Organic Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Paid Search""]",NaN,21,0,83.38095238,20
"[""Organic Search"",""Organic Search"",""Paid Search"",""Paid Search"",""Organic Search"",""Paid Search""]",NaN,21,0,90,6
"[""Paid Video"",""Organic Search"",""Organic Search"",""Organic Search"",""Paid Video""]",NaN,21,119.999581,16,5
"[""Organic Search"",""Organic Search"",""Paid Search"",""Organic Search"",""Organic Search"",""Paid Search"",""Organic Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Cross-network"",""Organic Search"",""Organic Search"",""Organic Search"",""Cross-network""]",NaN,21,149.997407,19,20
"[""Cross-network"",""Cross-network"",""Cross-network"",""Cross-network"",""Paid Search"",""Paid Video"",""Paid Video""]",NaN,21,209.999496,86,7
"[""Organic Video"",""Organic Video"",""Organic Video"",""Organic Video"",""Organic Video"",""Organic Search""]",NaN,21,231.083793,13.04761905,6
"[""Paid Search"",""Paid Search"",""Cross-network"",""Paid Video"",""Paid Video"",""Cross-network"",""Paid Search"",""Paid Search"",""Paid Search""]",NaN,21,239.999637,36,9
"[""Organic Video"",""Organic Video"",""Referral""]",NaN,21,382.499709,0.285714286,3
"[""Email"",""Email"",""Email"",""Email"",""Email"",""Email"",""Email"",""Cross-network""]",NaN,21,419.998697,37.28571429,8
"[""Organic Search"",""Organic Search"",""Organic Search"",""Cross-network"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search""]",NaN,21,419.999847,87,8
"[""Paid Search"",""Paid Search"",""Paid Search"",""Organic Search"",""Paid Search"",""Organic Search""]",NaN,21,510.000128,30,6
"[""Organic Search"",""Paid Search"",""Organic Search"",""Paid Search""]",NaN,21,559.999706,40.57142857,4
"[""Organic Search"",""Organic Search"",""Referral"",""Organic Search"",""Organic Search"",""Organic Search"",""Referral"",""Referral"",""Referral"",""Referral"",""Referral"",""Referral""]",NaN,21,749.999808,0,12
"[""Paid Search"",""Paid Video"",""Paid Search"",""Paid Search"",""Organic Search"",""Organic Search"",""Paid Search"",""Paid Search"",""Organic Search"",""Organic Search""]",NaN,21,839.999135,69,10
"[""Email"",""Email"",""Email"",""Email"",""Email"",""Email"",""Email"",""Email"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search""]",NaN,21,879.999148,60,12
"[""Organic Search"",""Paid Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Paid Search"",""Paid Search""]",NaN,21,879.99954,43,18
"[""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Cross-network"",""Cross-network"",""Paid Search""]",NaN,21,1002.999271,81.23809524,8
"[""Cross-network"",""Cross-network"",""Cross-network"",""Cross-network"",""Cross-network"",""Cross-network"",""Cross-network"",""Cross-network"",""Paid Search"",""Paid Video""]",NaN,21,1049.999029,85,10
"[""Paid Search"",""Paid Search"",""Cross-network"",""Paid Search"",""Paid Search"",""Organic Search"",""Organic Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search""]",NaN,21,1049.99919,87,12
"[""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Organic Search"",""Organic Search"",""Paid Search"",""Paid Video"",""Paid Video"",""Paid Video"",""Cross-network"",""Paid Search"",""Paid Search""]",NaN,21,1049.999276,22,18
"[""Paid Search"",""Cross-network"",""Paid Search"",""Cross-network"",""Paid Video"",""Paid Search""]",NaN,21,1099.999514,33.04761905,6
"[""Organic Search"",""Cross-network"",""Organic Search""]",NaN,21,1149.99947,12,3
"[""Referral"",""Referral"",""Referral"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search""]",NaN,21,1199.999086,7.857142857,7.666666667
"[""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Cross-network"",""Organic Search"",""Organic Search"",""Organic Search""]",NaN,21,1219.998226,22.85714286,20
"[""Organic Search"",""Organic Search"",""Organic Search"",""Paid Search"",""Cross-network"",""Paid Search"",""Cross-network"",""Paid Search"",""Paid Search"",""Cross-network"",""Paid Search"",""Paid Search""]",NaN,21,1259.999377,87,12
"[""Paid Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Paid Search"",""Cross-network"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search""]",NaN,21,1379.999326,68,12
"[""Organic Search"",""Organic Search"",""Paid Video"",""Paid Video"",""Paid Search"",""Paid Search""]",NaN,21,1379.99967,12,6
"[""Organic Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Cross-network"",""Paid Search"",""Paid Search"",""Organic Search"",""Organic Search"",""Paid Video"",""Cross-network"",""Cross-network"",""Cross-network"",""Email"",""Email"",""Email"",""Email"",""Paid Search""]",NaN,21,1379.999671,74,19
"[""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Cross-network"",""Cross-network"",""Paid Search"",""Paid Search""]",NaN,21,1499.998934,74,20
"[""Organic Search"",""Cross-network"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search""]",NaN,21,1499.999364,52.85714286,6
"[""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Paid Search"",""Organic Search"",""Organic Search""]",NaN,21,1679.996824,27,18
"[""Organic Video"",""Cross-network"",""Organic Video"",""Referral"",""Referral""]",NaN,21,1994.751949,24.19047619,5
"[""Paid Search"",""Cross-network"",""Display"",""Paid Search""]",NaN,21,2050.000084,64.38095238,4
"[""Email"",""Email"",""Email"",""Email"",""Paid Search"",""Paid Search""]",NaN,21,2089.998244,30.14285714,6
"[""Organic Search"",""Organic Search"",""Paid Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search""]",NaN,21,2190.258882,35.9047619,15.42857143
"[""Display"",""Display"",""Display"",""Display"",""Display"",""Cross-network"",""Cross-network"",""Cross-network""]",NaN,21,2599.997744,43.71428571,8
"[""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Referral"",""Referral""]",NaN,21,2889.992478,31.9047619,27.61904762
"[""Paid Search"",""Paid Search"",""Paid Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Paid Search"",""Cross-network"",""Paid Search"",""Cross-network"",""Paid Search""]",NaN,21,3709.996293,83,12
"[""Paid Search"",""Organic Search"",""Organic Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Organic Search"",""Organic Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search""]",NaN,21,3999.99615,3,20
"[""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Organic Search"",""Organic Search"",""Cross-network"",""Cross-network"",""Cross-network"",""Cross-network"",""Cross-network"",""Cross-network"",""Cross-network"",""Cross-network"",""Cross-network""]",NaN,21,4999.997589,6,20
"[""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Referral"",""Referral"",""Referral"",""Referral"",""Referral"",""Referral"",""Organic Search"",""Organic Search"",""Referral"",""Referral"",""Referral"",""Referral"",""Organic Search"",""Referral"",""Referral""]",NaN,21,6049.999374,72,20
"[""SMS"",""SMS"",""SMS"",""SMS"",""SMS"",""SMS"",""SMS"",""SMS"",""SMS"",""SMS"",""SMS""]",NaN,20,0,0,11
"[""Paid Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Paid Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search""]",NaN,20,0,0,15
"[""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Paid Search"",""Paid Search""]",NaN,20,0,0,20
"[""Paid Video"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Cross-network"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Cross-network""]",NaN,20,0,1,16
"[""Paid Video"",""Paid Video"",""Organic Video"",""Organic Video"",""Organic Video"",""Organic Video"",""Paid Video"",""Paid Video""]",NaN,20,0,3,8
"[""Cross-network"",""Cross-network"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Video""]",NaN,20,0,5,10
"[""Paid Search"",""Organic Social""]",NaN,20,0,7.25,2
"[""Paid Search"",""Cross-network"",""Paid Search"",""Paid Search"",""Cross-network"",""Paid Search"",""Cross-network"",""Paid Search"",""Cross-network""]",NaN,20,0,11.3,9
"[""Unassigned"",""Unassigned"",""Unassigned"",""Paid Video"",""Unassigned"",""Unassigned"",""Unassigned""]",NaN,20,0,12.4,7
"[""Paid Search"",""Cross-network"",""Paid Search"",""Cross-network"",""Paid Search"",""Paid Search"",""Cross-network""]",NaN,20,0,13.3,7
"[""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Video"",""Paid Search"",""Paid Video"",""Paid Search"",""Paid Video"",""Paid Search"",""Paid Video""]",NaN,20,0,13.7,14
"[""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Video"",""Paid Search"",""Paid Video""]",NaN,20,0,14.1,10
"[""Paid Video"",""Paid Video"",""Paid Video"",""Paid Video"",""Paid Search"",""Paid Search""]",NaN,20,0,15.05,6
"[""Organic Search"",""Cross-network"",""Cross-network""]",NaN,20,0,16.9,3
"[""Email"",""Email"",""Email"",""Email"",""Email"",""Email"",""Email"",""Email"",""Cross-network"",""Cross-network""]",NaN,20,0,18,10
"[""Paid Video"",""Cross-network"",""Paid Search"",""Paid Video""]",NaN,20,0,18.7,4
